mse,rmse,mae,group0_mse,group1_mse,worst_group_mse,group_mse_gap
1.003642201423645,1.0018194913864136,0.747715413570404,1.05660080909729,0.9498496651649475,1.05660080909729,0.10675114393234253
0.7840760946273804,0.8854807019233704,0.6188144087791443,0.8396624326705933,0.7276143431663513,0.8396624326705933,0.11204808950424194
0.7387666702270508,0.859515368938446,0.6163254976272583,0.8003255128860474,0.676238477230072,0.8003255128860474,0.12408703565597534
0.7230000495910645,0.8502941131591797,0.6168643236160278,0.7876638174057007,0.6573178768157959,0.7876638174057007,0.13034594058990479
0.7134013175964355,0.8446308970451355,0.610668420791626,0.7772802710533142,0.6485162973403931,0.7772802710533142,0.12876397371292114
0.7012202739715576,0.8373889327049255,0.6056226491928101,0.7630043625831604,0.6384631991386414,0.7630043625831604,0.12454116344451904
0.7011237740516663,0.8373313546180725,0.6087942719459534,0.7646822929382324,0.6365643739700317,0.7646822929382324,0.12811791896820068
0.6785975098609924,0.82377028465271,0.5979331731796265,0.743272066116333,0.6129046082496643,0.743272066116333,0.1303674578666687
0.6555231809616089,0.8096438646316528,0.5904788970947266,0.7144803404808044,0.5956376791000366,0.7144803404808044,0.11884266138076782
0.62493896484375,0.790530800819397,0.571570098400116,0.6876074075698853,0.5612836480140686,0.6876074075698853,0.12632375955581665
0.5869367122650146,0.7661179304122925,0.5552862882614136,0.641025722026825,0.5319958925247192,0.641025722026825,0.10902982950210571
0.5318150520324707,0.7292565107345581,0.5177269577980042,0.579547643661499,0.48333075642585754,0.579547643661499,0.09621688723564148
0.4657962918281555,0.682492733001709,0.47176626324653625,0.5108654499053955,0.42001739144325256,0.5108654499053955,0.09084805846214294
0.41033950448036194,0.640577495098114,0.4242216944694519,0.4494186341762543,0.3706449568271637,0.4494186341762543,0.07877367734909058
0.3842899799346924,0.619911253452301,0.4047832787036896,0.41523316502571106,0.3528594970703125,0.41523316502571106,0.06237366795539856
0.3678434491157532,0.6065009832382202,0.3846973776817322,0.3964163362979889,0.33882057666778564,0.3964163362979889,0.05759575963020325
0.35485509037971497,0.5956971645355225,0.37381666898727417,0.3863109052181244,0.32290396094322205,0.3863109052181244,0.06340694427490234
0.3295562267303467,0.5740698575973511,0.3656042516231537,0.35523849725723267,0.30346956849098206,0.35523849725723267,0.05176892876625061
0.31603574752807617,0.5621705651283264,0.3619116544723511,0.341062992811203,0.29061436653137207,0.341062992811203,0.05044862627983093
0.30730247497558594,0.5543487071990967,0.35051804780960083,0.3293221592903137,0.28493601083755493,0.3293221592903137,0.04438614845275879
0.2891603708267212,0.5377363562583923,0.3297315537929535,0.30702584981918335,0.2710135579109192,0.30702584981918335,0.03601229190826416
