mse,rmse,mae,group0_mse,group1_mse,worst_group_mse,group_mse_gap
1.031395435333252,1.0155763626098633,0.7614468932151794,1.0752774477005005,0.9868224263191223,1.0752774477005005,0.08845502138137817
0.8456308841705322,0.9195818901062012,0.6423459053039551,0.9039368033409119,0.7864067554473877,0.9039368033409119,0.11753004789352417
0.8083199262619019,0.899066150188446,0.6257796287536621,0.8661189079284668,0.7496107220649719,0.8661189079284668,0.11650818586349487
0.7639190554618835,0.8740246295928955,0.6148727536201477,0.8247752785682678,0.7021043300628662,0.8247752785682678,0.12267094850540161
0.7353021502494812,0.8574976325035095,0.6140286922454834,0.8026798963546753,0.6668633222579956,0.8026798963546753,0.1358165740966797
0.722667396068573,0.8500984907150269,0.6124097108840942,0.7868478894233704,0.6574762463569641,0.7868478894233704,0.12937164306640625
0.7175745964050293,0.8470977544784546,0.6117719411849976,0.7809526324272156,0.6531985402107239,0.7809526324272156,0.1277540922164917
0.7149960994720459,0.8455744385719299,0.6104087829589844,0.7787335515022278,0.6502548456192017,0.7787335515022278,0.12847870588302612
0.7103177905082703,0.8428035378456116,0.6136161684989929,0.7710602283477783,0.6486188173294067,0.7710602283477783,0.12244141101837158
0.7070944309234619,0.8408890962600708,0.6114049553871155,0.7726282477378845,0.6405285596847534,0.7726282477378845,0.1320996880531311
0.7037356495857239,0.8388895392417908,0.6123033761978149,0.7701987028121948,0.6362259984016418,0.7701987028121948,0.13397270441055298
0.6991336345672607,0.8361421227455139,0.6101826429367065,0.7660830020904541,0.6311299204826355,0.7660830020904541,0.1349530816078186
0.6940367221832275,0.8330886363983154,0.6066763401031494,0.7597792744636536,0.627258837223053,0.7597792744636536,0.13252043724060059
0.6820569038391113,0.8258673548698425,0.6050321459770203,0.7458884119987488,0.6172202825546265,0.7458884119987488,0.12866812944412231
0.6698285341262817,0.8184305429458618,0.5992283821105957,0.732064962387085,0.6066120862960815,0.732064962387085,0.12545287609100342
0.6617017984390259,0.8134505748748779,0.5922282934188843,0.7255707383155823,0.5968270301818848,0.7255707383155823,0.1287437081336975
0.6393349170684814,0.7995842099189758,0.5816501379013062,0.6970013380050659,0.5807603001594543,0.6970013380050659,0.11624103784561157
0.6147282123565674,0.7840460538864136,0.5687285661697388,0.6706418991088867,0.5579338669776917,0.6706418991088867,0.11270803213119507
0.581423282623291,0.7625111937522888,0.5542141795158386,0.6337496042251587,0.5282730460166931,0.6337496042251587,0.10547655820846558
0.5423445701599121,0.7364404797554016,0.5290883779525757,0.5807376503944397,0.5033468008041382,0.5807376503944397,0.07739084959030151
0.5073118209838867,0.7122582793235779,0.510223388671875,0.5382722616195679,0.47586384415626526,0.5382722616195679,0.06240841746330261
0.4696846008300781,0.6853353977203369,0.48113518953323364,0.5033085346221924,0.4355311989784241,0.5033085346221924,0.06777733564376831
0.4355730414390564,0.6599795818328857,0.4523487687110901,0.4642624258995056,0.40643182396888733,0.4642624258995056,0.057830601930618286
0.40482398867607117,0.6362578272819519,0.4296584129333496,0.43259039521217346,0.376620352268219,0.43259039521217346,0.05597004294395447
0.37514516711235046,0.6124909520149231,0.4064348340034485,0.39977726340293884,0.35012513399124146,0.39977726340293884,0.04965212941169739
0.3509896397590637,0.5924437642097473,0.3825075030326843,0.37922340631484985,0.3223112225532532,0.37922340631484985,0.05691218376159668
0.33044588565826416,0.574844241142273,0.37322163581848145,0.3558076322078705,0.30468469858169556,0.3558076322078705,0.05112293362617493
0.3129686117172241,0.5594359636306763,0.3578838109970093,0.3397711217403412,0.2857440412044525,0.3397711217403412,0.05402708053588867
0.29720503091812134,0.5451651215553284,0.34883248805999756,0.32116687297821045,0.2728658616542816,0.32116687297821045,0.04830101132392883
0.28701478242874146,0.5357376337051392,0.33155298233032227,0.31215399503707886,0.2614797055721283,0.31215399503707886,0.05067428946495056
0.2746441662311554,0.5240650177001953,0.32444342970848083,0.29802507162094116,0.25089502334594727,0.29802507162094116,0.047130048274993896
0.26656925678253174,0.5163034796714783,0.3190652132034302,0.2894937992095947,0.2432837337255478,0.2894937992095947,0.046210065484046936
0.25543463230133057,0.5054054260253906,0.3146408200263977,0.2756993770599365,0.2348507195711136,0.2756993770599365,0.04084865748882294
0.24910122156143188,0.4991004168987274,0.3035743534564972,0.2675217092037201,0.23039065301418304,0.2675217092037201,0.03713105618953705
0.23677825927734375,0.4865986704826355,0.2980983257293701,0.2590649425983429,0.2141406089067459,0.2590649425983429,0.044924333691596985
0.2332955002784729,0.48300671577453613,0.2908916771411896,0.25277239084243774,0.2135118544101715,0.25277239084243774,0.039260536432266235
0.22521843016147614,0.4745718240737915,0.2902786135673523,0.24402664601802826,0.2061140537261963,0.24402664601802826,0.03791259229183197
0.21649673581123352,0.4652920961380005,0.2774845361709595,0.23543572425842285,0.19725948572158813,0.23543572425842285,0.03817623853683472
